5943.0,0,0,0,0,0,0,,
4926.0,0,0,0,0,0,1,,
4959.0,0,0,0,0,0,0,,
7773.0,0,0,0,0,0,0,,
7683.0,0,0,0,0,0,0,,
7899.0,0,0,0,0,0,1,,
7898.0,0,0,0,0,0,0,,
8264.0,0,0,0,0,0,1,,
7940.0,0,0,0,0,0,0,,
7865.0,0,0,0,0,0,0,,
7892.0,0,0,0,0,0,0,,
14275.0,0,0,0,0,0,0,,
6193.0,0,0,0,0,0,1,,
6210.0,0,0,0,0,0,0,,
6214.0,0,0,0,0,0,1,,
6195.0,0,0,1,0,0,0,,
6233.0,0,0,0,0,0,1,,
6503.0,0,0,0,0,0,1,,
6149.0,0,0,0,0,0,1,,
4913.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9660.0,0,0,0,0,0,0,,
11614.0,0,0,0,0,0,0,,
11625.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
11647.0,0,0,0,0,0,0,,
11742.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
11614.0,0,0,0,0,0,0,,
11667.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
11612.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
11612.0,0,0,0,0,0,0,,
11672.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4918.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
4913.0,0,0,0,0,0,0,,
9658.0,0,0,0,0,0,0,,
